_id,Company,Price,Earnings Date,description,20-Day Simple Moving Average,200-Day Simple Moving Average,50-Day,52-Week,Analyst Recom,Average True Range,Average Volume,Beta,Change,EPS ttm,ROI,ratio,performance
52853802bb1177ca391c1c2b,Champion Industries Inc.,0.54,2012-06-14 04:00:00+00:00,"{'Country': 'USA', 'Sector': 'Consumer Goods', 'Industry': 'Business Equipment'}",0.43620000000000003,1.7177,"[8, -0.0182]","[9.8, -0.0182]",,0.04,9.18,0.54,-0.0182,-2.26,-0.6811,"{'quick': 0.33, 'current': 0.49}","{'Year': 1.75, 'Half Year': 5.875, 'Month': 1.3913, 'Week': 0.1458}"
52853802bb1177ca391c1c2c,Chemtura Corporation,24.33,2013-11-04 21:30:00+00:00,"{'Country': 'USA', 'Sector': 'Basic Materials', 'Industry': 'Specialty Chemicals'}",0.0158,0.08510000000000001,"[0.0896, -0.0205]","[0.37070000000000003, -0.0205]",2.4,0.68,570.72,,0.007500000000000001,0.88,0.091,"{'quick': 1.1, 'current': 1.7000000000000002}","{'Year': 0.34840000000000004, 'Half Year': 0.0468, 'Month': 0.0025, 'Week': 0.0211}"
52853802bb1177ca391c1c2d,"The China Fund, Inc.",22.18,,"{'Country': 'USA', 'Sector': 'Financial', 'Industry': 'Closed-End Fund - Foreign'}",-0.0196,0.040400000000000005,"[0.0302, -0.0497]","[0.1925, -0.0497]",,0.23,33.62,1.0,0.0064,-0.01,0.015,"{'quick': None, 'current': None}","{'Year': 0.1297, 'Half Year': 0.0436, 'Month': -0.0286, 'Week': -0.0269}"
52853802bb1177ca391c1c2e,China Natural Resources Inc.,4.47,2012-12-21 05:00:00+00:00,"{'Country': 'Hong Kong', 'Sector': 'Basic Materials', 'Industry': 'Industrial Metals & Minerals'}",-0.0511,-0.029500000000000002,"[0.051800000000000006, -0.1404]","[0.2771, -0.28250000000000003]",,0.26,2.26,0.5,0.0,-0.59,-0.025,"{'quick': 0.30000000000000004, 'current': 0.30000000000000004}","{'Year': -0.18730000000000002, 'Half Year': 0.0771, 'Month': -0.0784, 'Week': -0.0132}"
52853802bb1177ca391c1c2f,iPath Pure Beta Cocoa ETN,39.18,,"{'Country': 'USA', 'Sector': 'Financial', 'Industry': 'Exchange Traded Fund'}",-0.0099,0.1174,"[0.056100000000000004, -0.0383]","[0.2817, -0.0383]",,0.53,2.69,,-0.0015,,,"{'quick': None, 'current': None}","{'Year': 0.10070000000000001, 'Half Year': 0.1514, 'Month': -0.0304, 'Week': -0.0251}"
52853802bb1177ca391c1c30,China Gerui Advanced Materials Group Ltd.,1.32,2013-11-18 05:00:00+00:00,"{'Country': 'China', 'Sector': 'Basic Materials', 'Industry': 'Steel & Iron'}",-0.1182,-0.2909,"[-0.007500000000000001, -0.2747]","[0.24530000000000002, -0.5658000000000001]",2.0,0.07,62.3,1.17,-0.0149,0.02,0.047,"{'quick': 1.3, 'current': 1.3}","{'Year': 0.007500000000000001, 'Half Year': -0.33990000000000004, 'Month': -0.1519, 'Week': -0.0694}"
52853802bb1177ca391c1c31,Charm Communications Inc.,4.24,2013-11-15 05:00:00+00:00,"{'Country': 'China', 'Sector': 'Services', 'Industry': 'Advertising Agencies'}",-0.0164,-0.0533,"[0.1129, -0.152]","[0.37770000000000004, -0.2801]",2.0,0.07,14.83,1.25,0.0024000000000000002,-0.16,-0.022,"{'quick': 2.9, 'current': 2.9}","{'Year': 0.024200000000000003, 'Half Year': -0.16240000000000002, 'Month': -0.018600000000000002, 'Week': -0.007}"
52853802bb1177ca391c1c32,CH Robinson Worldwide Inc.,60.01,2013-11-05 21:30:00+00:00,"{'Country': 'USA', 'Sector': 'Services', 'Industry': 'Air Delivery & Freight Services'}",-0.004200000000000001,0.0323,"[0.0511, -0.0391]","[0.1236, -0.1]",3.0,1.03,1473.44,0.81,0.0053,3.65,0.17,"{'quick': 1.3, 'current': 1.3}","{'Year': -0.0037, 'Half Year': 0.0444, 'Month': 0.0158, 'Week': -0.0067}"
52853802bb1177ca391c1c33,Chico's FAS Inc.,18.06,2013-11-26 13:30:00+00:00,"{'Country': 'USA', 'Sector': 'Services', 'Industry': 'Apparel Stores'}",0.057100000000000005,0.057100000000000005,"[0.1689, 0.0022]","[0.18660000000000002, -0.0887]",2.6,0.33,2474.68,1.45,0.0056,1.02,0.164,"{'quick': 1.3, 'current': 2}","{'Year': -0.020200000000000003, 'Half Year': -0.0694, 'Month': 0.1066, 'Week': 0.0388}"
52853802bb1177ca391c1c34,CHS Inc.,29.63,2013-11-04 05:00:00+00:00,"{'Country': 'USA', 'Sector': 'Consumer Goods', 'Industry': 'Farm Products'}",0.0028,-0.0517,"[0.08460000000000001, -0.1126]","[0.08460000000000001, -0.1126]",,0.37,23.35,0.03,0.0054,0.0,0.20700000000000002,"{'quick': 1, 'current': 1.5}","{'Year': -0.003, 'Half Year': -0.0791, 'Month': -0.0017000000000000001, 'Week': 0.0082}"
52853802bb1177ca391c1c35,Chesapeake Lodging Trust,24.25,2013-11-06 21:30:00+00:00,"{'Country': 'USA', 'Sector': 'Financial', 'Industry': 'REIT - Hotel/Motel'}",0.0258,0.0828,"[0.11130000000000001, -0.0086]","[0.44720000000000004, -0.0086]",1.9,0.45,232.36,1.16,0.0219,0.59,0.041,"{'quick': 1.3, 'current': 1.3}","{'Year': 0.3622, 'Half Year': 0.0291, 'Month': 0.0013000000000000002, 'Week': 0.016300000000000002}"
52853802bb1177ca391c1c36,Chunghwa Telecom Co. Ltd.,30.86,2011-02-24 05:00:00+00:00,"{'Country': 'Taiwan', 'Sector': 'Technology', 'Industry': 'Telecom Services - Domestic'}",-0.0176,0.0045000000000000005,"[0.0006000000000000001, -0.049300000000000004]","[0.0791, -0.0531]",3.5,0.26,223.93,0.33,-0.0048000000000000004,1.6400000000000001,0.107,"{'quick': 1.2, 'current': 1.2}","{'Year': 0.038200000000000005, 'Half Year': 0.0098, 'Month': -0.0134, 'Week': -0.0152}"
52853802bb1177ca391c1c37,Chelsea Therapeutics International Ltd.,3.19,2013-11-04 05:00:00+00:00,"{'Country': 'USA', 'Sector': 'Healthcare', 'Industry': 'Biotechnology'}",0.0635,0.3662,"[0.2412, -0.09630000000000001]","[3.3697, -0.09630000000000001]",1.5,0.17,1064.83,1.31,0.0095,-0.2,,"{'quick': 7.4, 'current': 7.4}","{'Year': 1.1208, 'Half Year': 0.672, 'Month': 0.09340000000000001, 'Week': 0.0748}"
52853802bb1177ca391c1c38,Charter Communications Inc.,128.37,2013-11-05 13:00:00+00:00,"{'Country': 'USA', 'Sector': 'Services', 'Industry': 'CATV Systems'}",-0.041,0.1179,"[0.0395, -0.1087]","[0.9143, -0.1087]",2.5,3.3,619.16,0.75,-0.003,-2.45,0.047,"{'quick': 0.30000000000000004, 'current': 0.30000000000000004}","{'Year': 0.8677, 'Half Year': 0.13340000000000002, 'Month': -0.0632, 'Week': -0.0012000000000000001}"
52853802bb1177ca391c1c39,China Unicom (Hong Kong) Limited,15.26,2008-10-22 04:00:00+00:00,"{'Country': 'Hong Kong', 'Sector': 'Technology', 'Industry': 'Wireless Communications'}",-0.0264,0.0487,"[0.0388, -0.11230000000000001]","[0.2695, -0.11380000000000001]",2.6,0.31,499.03,0.6900000000000001,0.016,0.61,0.026000000000000002,"{'quick': 0.1, 'current': 0.2}","{'Year': 0.0218, 'Half Year': 0.029500000000000002, 'Month': -0.09680000000000001, 'Week': -0.0285}"
52853802bb1177ca391c1c3a,"Chuy's Holdings, Inc.",36.28,2013-10-30 20:30:00+00:00,"{'Country': 'USA', 'Sector': 'Services', 'Industry': 'Restaurants'}",-0.031900000000000005,0.042,"[0.063, -0.0984]","[0.7784000000000001, -0.1766]",2.6,1.42,118.77,,-0.021,0.5700000000000001,0.10200000000000001,"{'quick': 0.9, 'current': 1}","{'Year': 0.7399, 'Half Year': 0.1275, 'Month': -0.0229, 'Week': -0.0367}"
52853802bb1177ca391c1c3b,Calamos Global Dynamic Income Fund,8.88,,"{'Country': 'USA', 'Sector': 'Financial', 'Industry': 'Closed-End Fund - Equity'}",0.0083,0.0606,"[0.1015, -0.0111]","[0.2808, -0.0111]",,0.11,188.98,,0.0057,,,"{'quick': None, 'current': None}","{'Year': 0.1836, 'Half Year': 0.0068000000000000005, 'Month': 0.053700000000000005, 'Week': 0}"
52853802bb1177ca391c1c3c,WisdomTree China Dividend ex-Fincls,50.87,,"{'Country': 'USA', 'Sector': 'Financial', 'Industry': 'Exchange Traded Fund'}",-0.0086,0.025400000000000002,"[0.0176, -0.0367]","[0.2039, -0.0863]",,0.42,5.91,,0.013800000000000002,,,"{'quick': None, 'current': None}","{'Year': 0.0032, 'Half Year': -0.004, 'Month': -0.0315, 'Week': -0.0256}"
52853802bb1177ca391c1c3d,EGShares China Infrastructure,18.46,,"{'Country': 'USA', 'Sector': 'Financial', 'Industry': 'Exchange Traded Fund'}",-0.0046,0.048400000000000006,"[0.0546, -0.0357]","[0.2632, -0.1062]",,0.16,2.47,,0.0085,,,"{'quick': None, 'current': None}","{'Year': 0.0683, 'Half Year': 0.0094, 'Month': -0.0172, 'Week': -0.020900000000000002}"
52853802bb1177ca391c1c3e,Calamos Convertible & High Income Fund,12.86,,"{'Country': 'USA', 'Sector': 'Financial', 'Industry': 'Closed-End Fund - Debt'}",0.010100000000000001,0.0548,"[0.0883, -0.0011]","[0.2114, -0.007200000000000001]",,0.14,188.66,0.65,0.0067,1.6800000000000002,0.049,"{'quick': None, 'current': None}","{'Year': 0.1515, 'Half Year': -0.011600000000000001, 'Month': 0.043300000000000005, 'Week': 0.0063}"
52853802bb1177ca391c1c3f,Chyron Corporation,1.65,2013-08-08 12:30:00+00:00,"{'Country': 'USA', 'Sector': 'Technology', 'Industry': 'Application Software'}",0.0516,0.1771,"[0.25, -0.0625]","[2.4375, -0.073]",3.0,0.08,22.54,1.21,-0.006,-1.35,-8.259,"{'quick': 0.9, 'current': 1.1}","{'Year': 2.32, 'Half Year': 0.2388, 'Month': 0.1216, 'Week': 0.0247}"
52853802bb1177ca391c1c40,Cigna Corp.,82.96,2013-10-31 12:30:00+00:00,"{'Country': 'USA', 'Sector': 'Healthcare', 'Industry': 'Health Care Plans'}",0.0717,0.16670000000000001,"[0.1421, -0.020300000000000002]","[0.6824, -0.020300000000000002]",2.3,1.54,1664.02,0.71,0.009600000000000001,5.31,0.109,"{'quick': None, 'current': None}","{'Year': 0.6105, 'Half Year': 0.2199, 'Month': 0.0514, 'Week': 0.0219}"
52853802bb1177ca391c1c41,Citizens Inc.,8.61,2013-11-06 21:30:00+00:00,"{'Country': 'USA', 'Sector': 'Financial', 'Industry': 'Life Insurance'}",-0.0205,0.1115,"[0.22130000000000002, -0.0908]","[0.4544, -0.2647]",3.0,0.44,68.57,0.9500000000000001,-0.032600000000000004,0.1,0.017,"{'quick': None, 'current': None}","{'Year': -0.0471, 'Half Year': 0.3885, 'Month': 0.0148, 'Week': 0.0373}"
52853802bb1177ca391c1c42,Bancolombia S.A.,53.02,2011-03-07 05:00:00+00:00,"{'Country': 'Colombia', 'Sector': 'Financial', 'Industry': 'Foreign Regional Banks'}",-0.0429,-0.1115,"[0.0313, -0.09580000000000001]","[0.0313, -0.2333]",3.3,0.85,207.47,1.07,0.0059,3.92,0.13,"{'quick': None, 'current': None}","{'Year': -0.1311, 'Half Year': -0.1524, 'Month': -0.09140000000000001, 'Week': -0.027700000000000002}"
52853802bb1177ca391c1c43,Cinedigm Digital Cinema Corp.,2.15,2013-11-13 05:00:00+00:00,"{'Country': 'USA', 'Sector': 'Services', 'Industry': 'Entertainment - Diversified'}",0.22890000000000002,0.4219,"[0.5141, 0.0969]","[0.72, 0.0969]",2.0,0.12,143.59,1.43,0.2286,-0.58,0.042,"{'quick': 0.7000000000000001, 'current': 0.7000000000000001}","{'Year': 0.2069, 'Half Year': 0.21530000000000002, 'Month': 0.1438, 'Week': 0}"
52853802bb1177ca391c1c44,"Cobalt International Energy, Inc.",22.6,2013-10-29 12:30:00+00:00,"{'Country': 'USA', 'Sector': 'Basic Materials', 'Industry': 'Independent Oil & Gas'}",-0.0079,-0.133,"[0.0388, -0.1411]","[0.1359, -0.25320000000000004]",1.8,0.77,3078.54,2.34,-0.0059,-1.07,,"{'quick': 8.1, 'current': 8.5}","{'Year': 0.123, 'Half Year': -0.15560000000000002, 'Month': -0.036000000000000004, 'Week': 0.0044}"
52853802bb1177ca391c1c45,CIENA Corp.,21.88,2013-12-12 05:00:00+00:00,"{'Country': 'USA', 'Sector': 'Technology', 'Industry': 'Communication Equipment'}",-0.1044,0.1066,"[-0.021, -0.2169]","[0.6183000000000001, -0.2169]",2.0,0.77,3611.42,2.2800000000000002,-0.07050000000000001,-1.13,-0.066,"{'quick': 2, 'current': 2.4}","{'Year': 0.6613, 'Half Year': 0.4685, 'Month': -0.10360000000000001, 'Week': 0.0177}"
52853802bb1177ca391c1c46,MFS Intermediate High Income Fund,2.8,,"{'Country': 'USA', 'Sector': 'Financial', 'Industry': 'Closed-End Fund - Debt'}",-0.0041,-0.0219,"[0.056600000000000004, -0.0175]","[0.081, -0.1076]",,0.03,64.96,,-0.0106,,,"{'quick': None, 'current': None}","{'Year': -0.0105, 'Half Year': -0.0752, 'Month': 0.0291, 'Week': 0}"
52853802bb1177ca391c1c47,CIFC Corp.,7.91,,"{'Country': 'USA', 'Sector': 'Financial', 'Industry': 'Asset Management'}",-0.0027,0.0154,"[0.08950000000000001, -0.055]","[0.2816, -0.11520000000000001]",,0.18,7.46,2.85,-0.0149,0.31,-0.006,"{'quick': None, 'current': None}","{'Year': 0.2278, 'Half Year': 0.029500000000000002, 'Month': 0.032100000000000004, 'Week': 0.010100000000000001}"
52853802bb1177ca391c1c48,Cia Energetica de Minas Gerais,8.42,2011-03-28 20:30:00+00:00,"{'Country': 'Brazil', 'Sector': 'Utilities', 'Industry': 'Electric Utilities'}",-0.050100000000000006,-0.108,"[0.0658, -0.11280000000000001]","[0.1211, -0.2735]",1.0,0.19,2559.1,0.8,0.0256,1.99,0.098,"{'quick': 0.7000000000000001, 'current': 0.7000000000000001}","{'Year': 0.031400000000000004, 'Half Year': -0.23700000000000002, 'Month': -0.0988, 'Week': -0.0431}"
52853802bb1177ca391c1c49,"BlackRock Enhanced Capital and Income Fund, Inc.",13.59,,"{'Country': 'USA', 'Sector': 'Financial', 'Industry': 'Closed-End Fund - Equity'}",0.0095,0.073,"[0.07730000000000001, -0.001]","[0.2629, -0.001]",,0.1,139.14,,0.0041,,,"{'quick': None, 'current': None}","{'Year': 0.1806, 'Half Year': 0.057, 'Month': 0.036000000000000004, 'Week': 0.003}"
52853802bb1177ca391c1c4a,Credit Suisse Asset Management Income Fund Inc.,3.63,,"{'Country': 'USA', 'Sector': 'Financial', 'Industry': 'Asset Management'}",0.001,-0.033100000000000004,"[0.0374, -0.0134]","[0.10890000000000001, -0.1163]",,0.03,122.24,0.5,-0.0025,0.39,0.083,"{'quick': None, 'current': None}","{'Year': -0.0189, 'Half Year': -0.09680000000000001, 'Month': 0.016800000000000002, 'Week': 0.0083}"
52853802bb1177ca391c1c4b,Chimera Investment Corporation,3.01,2013-10-28 04:00:00+00:00,"{'Country': 'USA', 'Sector': 'Financial', 'Industry': 'REIT - Diversified'}",-0.0112,0.027,"[0.0693, -0.0369]","[0.3514, -0.0453]",3.1,0.04,6109.53,,0.0118,0.1,,"{'quick': None, 'current': None}","{'Year': 0.2427, 'Half Year': -0.0388, 'Month': -0.0067, 'Week': -0.0198}"
52853802bb1177ca391c1c4c,Cimatron Ltd.,7.46,2013-11-12 13:30:00+00:00,"{'Country': 'Israel', 'Sector': 'Technology', 'Industry': 'Technical & System Software'}",0.1003,0.0936,"[0.3204, -0.0533]","[1.1099, -0.4208]",1.5,0.51,293.97,0.21,-0.0497,0.37,0.201,"{'quick': 1.2, 'current': 1.2}","{'Year': 1.0822, 'Half Year': 0.1279, 'Month': 0.26, 'Week': 0.1647}"
52853802bb1177ca391c1c4d,Cincinnati Financial Corp.,50.93,2013-10-24 20:30:00+00:00,"{'Country': 'USA', 'Sector': 'Financial', 'Industry': 'Property & Casualty Insurance'}",0.015,0.0855,"[0.1782, 0.003]","[0.3956, 0.003]",3.1,0.62,577.91,0.88,0.0081,3.56,0.066,"{'quick': None, 'current': None}","{'Year': 0.3628, 'Half Year': 0.0425, 'Month': 0.038, 'Week': 0.0056}"
52853802bb1177ca391c1c4e,"CIRCOR International, Inc.",76.2,2013-10-31 12:30:00+00:00,"{'Country': 'USA', 'Sector': 'Industrial Goods', 'Industry': 'Industrial Equipment & Components'}",0.0858,0.43870000000000003,"[0.2995, -0.023100000000000002]","[1.3295, -0.023100000000000002]",2.3,1.99,77.82,1.11,-0.0057,1.8,0.073,"{'quick': 1.4, 'current': 2.5}","{'Year': 1.2449, 'Half Year': 0.5237, 'Month': 0.21880000000000002, 'Week': -0.0103}"
52853802bb1177ca391c1c4f,Camelot Information Systems Inc.,1.94,2013-12-10 05:00:00+00:00,"{'Country': 'China', 'Sector': 'Technology', 'Industry': 'Information Technology Services'}",-0.0064,0.1231,"[0.096, -0.03]","[1.086, -0.03]",3.0,0.03,122.98,2.9,-0.0152,-1.22,-0.20500000000000002,"{'quick': 3.1, 'current': 3.1}","{'Year': 0.5271, 'Half Year': 0.152, 'Month': 0.0207, 'Week': 0.026000000000000002}"
52853802bb1177ca391c1c50,Cninsure Inc.,5.04,2013-11-21 21:30:00+00:00,"{'Country': 'China', 'Sector': 'Financial', 'Industry': 'Insurance Brokers'}",0.018500000000000003,-0.129,"[0.061500000000000006, -0.0646]","[0.061500000000000006, -0.39180000000000004]",2.0,0.13,57.36,1.25,0.031100000000000003,0.28,0.005,"{'quick': 11.8, 'current': 11.8}","{'Year': -0.3151, 'Half Year': -0.25680000000000003, 'Month': -0.0596, 'Week': -0.024}"
52853802bb1177ca391c1c51,CIT Group Inc.,49.55,2013-10-22 12:30:00+00:00,"{'Country': 'USA', 'Sector': 'Financial', 'Industry': 'Credit Services'}",0.0146,0.0699,"[0.0592, -0.0341]","[0.37560000000000004, -0.038200000000000005]",1.9,0.79,1157.92,1.31,0.0094,4.02,-0.05,"{'quick': None, 'current': None}","{'Year': 0.3307, 'Half Year': 0.1182, 'Month': -0.0184, 'Week': 0.0285}"
52853802bb1177ca391c1c52,CFS Bancorp Inc.,12.52,2013-10-28 04:00:00+00:00,"{'Country': 'USA', 'Sector': 'Financial', 'Industry': 'Regional - Midwest Banks'}",0.0092,0.2217,"[0.2073, -0.018000000000000002]","[1.1882, -0.018000000000000002]",,0.29,19.84,0.92,0.0,0.38,0.263,"{'quick': None, 'current': None}","{'Year': 0.9717, 'Half Year': 0.2144, 'Month': 0.0229, 'Week': 0.030500000000000003}"
52853802bb1177ca391c1c53,iShares Barclays Intermediate Credit Bd,108.35,,"{'Country': 'USA', 'Sector': 'Financial', 'Industry': 'Exchange Traded Fund'}",-0.0007,0.0027,"[0.026600000000000002, -0.0049]","[0.0324, -0.0181]",,0.27,437.99,,0.0016,,,"{'quick': None, 'current': None}","{'Year': -0.003, 'Half Year': -0.0155, 'Month': 0.0059, 'Week': -0.0023}"
52853802bb1177ca391c1c54,CompX International Inc.,13.15,2013-11-04 05:00:00+00:00,"{'Country': 'USA', 'Sector': 'Services', 'Industry': 'Security & Protection Services'}",-0.0606,-0.0195,"[0.1278, -0.1651]","[0.2051, -0.31270000000000003]",2.0,0.72,3.52,0.8300000000000001,0.0257,0.34,0.033,"{'quick': 6.5, 'current': 7.7}","{'Year': -0.0601, 'Half Year': -0.0154, 'Month': -0.0504, 'Week': 0.028900000000000002}"
52853802bb1177ca391c1c55,Citizens Holding Company,18.34,2013-01-23 05:00:00+00:00,"{'Country': 'USA', 'Sector': 'Financial', 'Industry': 'Regional - Northeast Banks'}",-0.0143,-0.0006000000000000001,"[0.0504, -0.11270000000000001]","[0.09870000000000001, -0.11270000000000001]",,0.30000000000000004,1.12,0.48,0.013300000000000001,1.3900000000000001,0.28600000000000003,"{'quick': None, 'current': None}","{'Year': 0.054200000000000005, 'Half Year': -0.0264, 'Month': 0.019700000000000002, 'Week': -0.0352}"
52853802bb1177ca391c1c56,"C&J Energy Services, Inc.",23.76,2013-10-30 20:30:00+00:00,"{'Country': 'USA', 'Sector': 'Basic Materials', 'Industry': 'Oil & Gas Equipment & Services'}",0.0408,0.131,"[0.1952, -0.025]","[0.36160000000000003, -0.0627]",2.6,0.71,445.14,,0.0021000000000000003,2.3,0.242,"{'quick': 1.7000000000000002, 'current': 2.1}","{'Year': 0.28090000000000004, 'Half Year': 0.2558, 'Month': 0.1264, 'Week': 0.0436}"
52853802bb1177ca391c1c57,"China Jo-Jo Drugstores, Inc.",1.15,2013-11-12 05:00:00+00:00,"{'Country': 'China', 'Sector': 'Services', 'Industry': 'Drug Stores'}",0.0609,0.5319,"[1.4468, -0.42210000000000003]","[1.4468, -0.42210000000000003]",1.0,0.15,82.64,1.13,0.0088,-1.15,-0.32,"{'quick': 1.2, 'current': 1.5}","{'Year': 0.5405, 'Half Year': 0.7015, 'Month': 0.35710000000000003, 'Week': -0.0172}"
52853802bb1177ca391c1c58,Carmike Cinemas Inc.,23.03,2013-11-05 21:30:00+00:00,"{'Country': 'USA', 'Sector': 'Services', 'Industry': 'Movie Production, Theaters'}",-0.008400000000000001,0.232,"[0.20700000000000002, -0.0751]","[0.7368, -0.0751]",1.9,0.76,214.65,2.75,-0.015,5.16,0.223,"{'quick': 1.3, 'current': 1.3}","{'Year': 0.6225, 'Half Year': 0.4153, 'Month': 0.0565, 'Week': -0.059500000000000004}"
52853802bb1177ca391c1c59,Seacor Holdings Inc.,97.32,2013-10-28 04:00:00+00:00,"{'Country': 'USA', 'Sector': 'Services', 'Industry': 'Shipping'}",0.0371,0.17950000000000002,"[0.2652, -0.012400000000000001]","[0.43620000000000003, -0.012400000000000001]",3.0,2.35,186.49,0.87,-0.001,1.22,0.021,"{'quick': 3, 'current': 3.1}","{'Year': 0.1849, 'Half Year': 0.1602, 'Month': 0.09630000000000001, 'Week': -0.0039000000000000003}"
52853802bb1177ca391c1c5a,Checkpoint Systems Inc.,14.09,2013-11-06 21:30:00+00:00,"{'Country': 'USA', 'Sector': 'Services', 'Industry': 'Security & Protection Services'}",-0.15130000000000002,-0.0236,"[0.0999, -0.22790000000000002]","[0.7972, -0.22790000000000002]",1.7000000000000002,0.71,183.42,1.72,0.009300000000000001,-0.92,-0.261,"{'quick': 1.7000000000000002, 'current': 2.2}","{'Year': 0.6880000000000001, 'Half Year': 0.1267, 'Month': -0.2122, 'Week': -0.19720000000000001}"
52853802bb1177ca391c1c5b,ClickSoftware Technologies Ltd.,7.15,2013-10-23 12:30:00+00:00,"{'Country': 'Israel', 'Sector': 'Technology', 'Industry': 'Internet Software & Services'}",0.0035,-0.0241,"[0.25, -0.054200000000000005]","[0.25, -0.20400000000000001]",1.3,0.23,135.89,0.68,-0.0285,-0.08,0.111,"{'quick': 2.7, 'current': 2.7}","{'Year': 0.08710000000000001, 'Half Year': -0.014700000000000001, 'Month': 0.17200000000000001, 'Week': 0.026500000000000003}"
52853802bb1177ca391c1c5c,CKX Lands Inc.,15.0,2013-11-04 05:00:00+00:00,"{'Country': 'USA', 'Sector': 'Financial', 'Industry': 'Property Management'}",0.0048000000000000004,0.0337,"[0.09090000000000001, -0.07010000000000001]","[0.3144, -0.07010000000000001]",,0.23,0.58,0.13,0.0,0.64,0.137,"{'quick': 71, 'current': 71}","{'Year': 0.09330000000000001, 'Half Year': 0.0446, 'Month': 0.0128, 'Week': 0.0431}"
52853802bb1177ca391c1c5d,Colgate-Palmolive Co.,65.59,2013-10-24 12:30:00+00:00,"{'Country': 'USA', 'Sector': 'Consumer Goods', 'Industry': 'Personal Products'}",0.0178,0.1169,"[0.1497, -0.007]","[0.305, -0.007]",2.6,0.89,3079.24,0.41000000000000003,0.0077,2.41,0.357,"{'quick': 0.7000000000000001, 'current': 1}","{'Year': 0.277, 'Half Year': 0.0551, 'Month': 0.0688, 'Week': -0.013900000000000001}"
52853802bb1177ca391c1c5e,Core Laboratories NV,189.6,2013-10-16 20:30:00+00:00,"{'Country': 'Netherlands', 'Sector': 'Basic Materials', 'Industry': 'Oil & Gas Equipment & Services'}",0.0006000000000000001,0.25670000000000004,"[0.2426, -0.052000000000000005]","[0.9992000000000001, -0.052000000000000005]",2.5,5.0,237.04,0.47000000000000003,-0.0012000000000000001,5.02,0.542,"{'quick': 1.8, 'current': 2.2}","{'Year': 0.9387000000000001, 'Half Year': 0.3178, 'Month': 0.09340000000000001, 'Week': 0.0118}"
52853802bb1177ca391c1c5f,Carolina Bank Holdings Inc.,10.4,2013-01-28 05:00:00+00:00,"{'Country': 'USA', 'Sector': 'Financial', 'Industry': 'Regional - Mid-Atlantic Banks'}",0.027800000000000002,-0.0682,"[0.0663, -0.054900000000000004]","[0.436, -0.27090000000000003]",3.0,0.33,9.69,0.38,0.0094,1.54,0.313,"{'quick': None, 'current': None}","{'Year': 0.3733, 'Half Year': -0.23700000000000002, 'Month': 0.013800000000000002, 'Week': 0.0188}"
52853802bb1177ca391c1c60,CLARCOR Inc.,59.44,2013-09-18 20:30:00+00:00,"{'Country': 'USA', 'Sector': 'Industrial Goods', 'Industry': 'Pollution & Treatment Controls'}",0.013600000000000001,0.1043,"[0.12490000000000001, -0.0046]","[0.406, -0.0046]",2.5,0.97,170.65,0.88,-0.0019,1.94,0.134,"{'quick': 3.4, 'current': 5.1}","{'Year': 0.37120000000000003, 'Half Year': 0.0925, 'Month': 0.0523, 'Week': 0.0035}"
52853802bb1177ca391c1c61,Collectors Universe Inc.,16.0,2013-11-07 05:00:00+00:00,"{'Country': 'USA', 'Sector': 'Services', 'Industry': 'Business Services'}",-0.0012000000000000001,0.21150000000000002,"[0.16590000000000002, -0.0402]","[0.8919, -0.040400000000000005]",,0.28,32.65,0.46,-0.0019,0.8200000000000001,0.277,"{'quick': 2.1, 'current': 2.3}","{'Year': 0.6526000000000001, 'Half Year': 0.21530000000000002, 'Month': 0.13770000000000002, 'Week': -0.0302}"
52853802bb1177ca391c1c62,Cloud Peak Energy Inc.,16.02,2013-10-29 20:30:00+00:00,"{'Country': 'USA', 'Sector': 'Basic Materials', 'Industry': 'Industrial Metals & Minerals'}",0.0171,-0.058100000000000006,"[0.1242, -0.0413]","[0.1242, -0.22080000000000002]",2.4,0.46,764.84,1.21,-0.0129,1.09,0.105,"{'quick': 1.3, 'current': 1.6}","{'Year': -0.1685, 'Half Year': -0.1184, 'Month': 0.077, 'Week': 0.008700000000000001}"
52853802bb1177ca391c1c63,Chatham Lodging Trust,20.63,2013-11-04 21:30:00+00:00,"{'Country': 'USA', 'Sector': 'Financial', 'Industry': 'REIT - Hotel/Motel'}",0.033600000000000005,0.1544,"[0.176, -0.0396]","[0.6427, -0.0396]",1.8,0.47000000000000003,253.36,0.93,0.0024000000000000002,-0.07,0.033,"{'quick': None, 'current': None}","{'Year': 0.5794, 'Half Year': 0.1295, 'Month': 0.10880000000000001, 'Week': -0.0082}"
52853802bb1177ca391c1c64,"Celldex Therapeutics, Inc.",24.6,2013-11-04 05:00:00+00:00,"{'Country': 'USA', 'Sector': 'Healthcare', 'Industry': 'Biotechnology'}",0.008700000000000001,0.38580000000000003,"[0.1799, -0.36660000000000004]","[3.9004000000000003, -0.36660000000000004]",1.2,2.14,2840.84,1.98,-0.0391,-0.99,-0.542,"{'quick': 12.5, 'current': 12.5}","{'Year': 3.5961, 'Half Year': 1.0645, 'Month': -0.022500000000000003, 'Week': 0.19010000000000002}"
